Applications of Computing,PAC,121,1
Finance,FIN,73,0
Program in Global Health and Health Policy,GHP,45,1
American Studies,AMS,33,0
,ENV,31,0
Neuroscience,NEU,31,0
,RIS,30,1
Creative Writing,CWR,27,1
,SML,27,1
,LAS,26,0
,EMS,25,0
,SPA,25,1
,VPL,22,0
,THR,21,0
,PEB,20,0
,URB,19,0
,LIN,17,1
,EAS,16,0
,GSS,16,0
,HUM,16,1
,ENT,11,1
,AAS,12,0
